text,date,location,polarity,subjectivity,classification
Covishield (Indian made AstraZeneca) is not approved for EU green pass vaccine!!,Mon Jun 28 10:02:32 +0000 2021,"Lisbon, Portugal",-0.3125,0.3,Negative
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:02:33 +0000 2021,"Melbourne, Australia",0.0,0.0,Neutral
The messaging and lack of consistency on use of AstraZeneca vaccine is a complete mess. No wonder there is so much hesit…,Mon Jun 28 10:02:34 +0000 2021,Melbourne,0.04166666666666668,0.2583333333333333,Positive
Good announcement by Morrison government will create an indemnity scheme so GPs can give AstraZeneca vaccine to people u…,Mon Jun 28 10:02:37 +0000 2021,just an Albanian in melbourne,0.7,0.6000000000000001,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:02:38 +0000 2021,Canberra,0.0,0.0,Neutral
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:02:39 +0000 2021,Sydney,0.0,0.0,Neutral
Can we please ask for some bloody consistency as to what the bleep is happening with AstraZeneca? I thought it was cancelled? 🙄,,,,,
"auspol""",Mon Jun 28 10:02:39 +0000 2021,37°47′20″S 144°57′55″E,-0.8,0.9,Negative
That’s one way to use up the AstraZeneca that many don’t want,Mon Jun 28 10:02:40 +0000 2021,"Adelaide, South Australia",0.5,0.5,Positive
Hey    .,,,,,
"Can someone please find out why the US FDA has not app…""",Mon Jun 28 10:02:43 +0000 2021,"Bundanoon, New South Wales",0.0,0.0,Neutral
"Get thee to a doctor for your indemnified Astra Zeneca jab, under 60s. You won't feel a thing. COVID19Aus",Mon Jun 28 10:02:43 +0000 2021,Melbourne,0.0,0.0,Neutral
The new book on the development of the Oxford/AstraZeneca vaccine co-authored by Prof. Sarah Gilbert (Senior Associ…,Mon Jun 28 10:02:44 +0000 2021,Oxford,0.13636363636363635,0.45454545454545453,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:02:45 +0000 2021,"NSW, Australia",0.0,0.0,Neutral
I’m beginning to think that “It’s shit and will kill you” wasn’t the best way to sell the AstraZeneca vaccine…,Mon Jun 28 10:02:46 +0000 2021,"Brisbane, Queensland",0.4,0.55,Positive
I doubt health insurance will cover someone under 60 who takes Astra-Zeneca against ATAGI advice. You'd have to be an i…,Mon Jun 28 10:02:47 +0000 2021,Melbourne,0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:02:48 +0000 2021,"Otttawa, ON",0.0,0.5,Neutral
Australia is the opposite of the GoldStandard when it comes to vaccine rollouts.,,,,,
"vaccinations AstraZeneca Pfizer Sc…""",Mon Jun 28 10:02:51 +0000 2021,Queensland Australia,0.0,0.0,Neutral
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:02:53 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
This is great news!,Mon Jun 28 10:02:54 +0000 2021,"Werribee South, Victoria",1.0,0.75,Positive
"And if it wasn't for Keiren Schneemann, and his deal done with his mate...., Australia would have had 4…",Tue Jun 29 07:51:00 +0000 2021,Melbourne,0.0,0.0,Neutral
"Cripes, this is a total shermozzle ",,,,,
"Australia’s top medical body rejects PM’s announcement that under-40s can get AstraZen…""",Tue Jun 29 07:51:02 +0000 2021,Wurundjeri land,0.16666666666666666,0.4166666666666667,Positive
Scott Morrison is making this up as he goes along. And it’s a tragic tale filled with hot air and failed magic tricks.,Tue Jun 29 07:51:02 +0000 2021,Australia,-0.019999999999999997,0.76,Negative
Second woman dies from extremely rare blood clots likely linked to AstraZeneca COVID-19 vaccine - ABC News,Tue Jun 29 07:51:06 +0000 2021,"Ontario, Canada",0.09999999999999999,0.6333333333333333,Positive
EU rejects ‘brown’ vaccine.,Tue Jun 29 07:51:07 +0000 2021,"Gurgaon, India",0.0,0.0,Neutral
Greg Hunt denies government’s hand was forced on AstraZeneca changes - The Health Minister has denied an oversupply of…,Tue Jun 29 07:51:10 +0000 2021,"Melbourne, Victoria",-0.30000000000000004,0.2,Negative
More like two giant companies merging to form a cocktail because competing is stiff. 😉,Tue Jun 29 07:51:12 +0000 2021,Botswana,0.09523809523809523,0.6666666666666666,Positive
UPDATE AstraZeneca is now recommended for anyone who has the remotest idea of what the fuck is going on,Tue Jun 29 07:51:15 +0000 2021,"Sydney, Australia",-0.4,0.6,Negative
NEW—UK reports that 2 doses of AstraZeneca vaccine efficacy for B16172 India variant just 60%. And latest study says B11…,Tue Jun 29 07:51:15 +0000 2021,Oxford,0.5,0.9,Positive
NSW woman’s blood clot death likely linked to AstraZeneca vaccine,Tue Jun 29 07:51:18 +0000 2021,"Ontario, Canada",0.0,1.0,Neutral
Africa CDC decries EU’s Digital COVID Certificate “Green Pass” discrimination as AstraZeneca vaccine produced &amp; authori…,Tue Jun 29 07:51:22 +0000 2021,"Nairobi, Kenya",-0.1,0.15,Negative
"Much confusion re AstraZeneca💉 “clinical advice”. ATAGI recommendation not *preferred* vaccine in &lt;50, then revised &lt;60. But…",Tue Jun 29 07:51:23 +0000 2021,"Sydney, Australia",0.2,0.2,Positive
Is there a title for a panicking schmuck who has no qualifications giving out medical advice?,Tue Jun 29 07:51:24 +0000 2021,Australia,0.0,0.0,Neutral
URGENT do not take medical advice from a politician. “Australia’s top medical body rejects PM’s announcement that under-40…,Tue Jun 29 07:51:25 +0000 2021,NSW Australia,0.16666666666666666,0.16666666666666666,Positive
Wow!,,,,,
The AMA refuses to endorse the PM’s announcement that under-40s can get AstraZeneca," saying it goes against official…""",Tue Jun 29 07:51:26 +0000 2021,"Sydney, Australia",0.125,1.0
Vaccines being dumped due to no-shows and age limits for AstraZeneca and Johnson and Johnson jabs,Tue Jun 29 07:51:28 +0000 2021,"Birr, Ireland",-0.125,0.375,Negative
"A third dose of the AstraZeneca vaccine can boost immune protection. In new trial, 3rd dose of AZ vaccine nearly seven mont…",Tue Jun 29 07:51:34 +0000 2021,UK,0.05909090909090909,0.21363636363636362,Positive
"Wonderful moment as Professor Sarah Gilbert, who helped design the Oxford Astra-Zeneca vaccine, gets a spontaneous standin…",Tue Jun 29 07:51:35 +0000 2021,"Arce, Fr, Italy",0.8,0.95,Positive
"Confusion Over AstraZeneca For Under-40s After National Cabinet, Scott Morrison said anyone under 40 can approach th…",Tue Jun 29 07:51:35 +0000 2021,Australia,0.0,0.0,Neutral
"How cunning is Morrison, leaving people with the impression that the change with Astra Zeneca rules was a National Cabinet d…",Tue Jun 29 07:51:37 +0000 2021,"Sydney, Australia.",0.0,0.7,Neutral
"This is likely to be the case. But the difference in immunity is marginal, and your chance of unforseen long-term i…",Tue Jun 29 07:51:38 +0000 2021,in the sunshine,0.0,1.0,Neutral
Why have we been blighted by this excuse for a PM?,,,,,
"There could not be a worse period of time in recent history to be sad…""",Tue Jun 29 07:51:38 +0000 2021,www.survivalinternational.org,-0.15,0.3,Negative
"Wonderful moment as Professor Sarah Gilbert, who helped design the Oxford Astra-Zeneca vaccine, gets a spontaneous standin…",Tue Jun 29 07:51:39 +0000 2021,"REWA Madhya Pradesh, India",0.8,0.95,Positive
"The New York Times Mixing Pfizer, AstraZeneca Vaccines Gives Strong Covid Protection, Study Finds.…",Tue Jun 29 07:51:40 +0000 2021,대한민국 구리시,0.2848484848484848,0.5939393939393939,Positive
"“Results showed people who received the AstraZeneca vaccine first, followed four weeks later by a Pfizer dose, produced ant…",Tue Jun 29 07:51:41 +0000 2021,malaysia,0.125,0.16666666666666666,Positive
Australia's Covid-19 vaccination rollout in chaos as GPs sit on excess Astrazeneca doses,Tue Jun 29 07:51:44 +0000 2021,"Los Angeles, CA",0.0,0.0,Neutral
New preprint looking at the Astrazeneca vaccine. Basically says that the gap between 1st and 2nd dose has a big inf…,Tue Jun 29 07:51:47 +0000 2021,Ireland,0.04545454545454545,0.18484848484848485,Positive
Apparently the changes to AstraZeneca vaccine eligibility announced by  did not come from…,Tue Jun 29 07:51:49 +0000 2021,sydney,0.05,0.35,Positive
Yep from what I know Astra spiderx was spying on other teams to get to know…,Tue Jun 29 07:51:49 +0000 2021,STORAGE TOWN,-0.125,0.375,Negative
Greek Woman Dies Following AstraZeneca Vaccine Blood Clot  via,Tue Jun 29 07:51:50 +0000 2021,"Ontario, Canada",0.0,0.05,Neutral
"It's simple if you're under 60, the Scott government's advice remains that you should not get Astra Zeneca because it m…",Tue Jun 29 07:51:50 +0000 2021,Central Coast NSW,0.0,0.35714285714285715,Neutral
Vaccines being dumped due to no-shows and age limits for AstraZeneca and Johnson and Johnson jabs,Tue Jun 29 07:51:51 +0000 2021,"South Australia, Australia",-0.125,0.375,Negative
Switching vaccines—the 2nd dose of AstraZeneca vaccine is no longer recommended in Canada 🇨🇦. The mRNA Pfizer or Moderna no…,Tue Jun 29 07:51:51 +0000 2021,Oxford,0.0,0.0,Neutral
I didn’t realise it was possible for the advice to get more confusing. But it has. It really has. By keeping doctors out of the…,Tue Jun 29 07:51:52 +0000 2021,"Melbourne, Victoria",0.1,0.525,Positive
UPDATE AstraZeneca is now recommended for anyone who has the remotest idea of what the fuck is going on,Tue Jun 29 07:51:53 +0000 2021,"Western Australia, Australia",-0.4,0.6,Negative
The face of a man who has come to the end of his spin-cycle.,Tue Jun 29 07:51:54 +0000 2021,"Beauty Point, Tasmania",0.0,0.0,Neutral
"Significant shift on AstraZeneca out of National Cabinet tonight. Put simply, adults of any age, if you want an AZ shot, you…",Mon Jun 28 10:05:55 +0000 2021,Sydney (Currently in Brisbane),0.1875,0.6160714285714286,Positive
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:05:56 +0000 2021,Cloud 9,0.0,0.5,Neutral
Ok this is actually good,Mon Jun 28 10:06:01 +0000 2021,"Melbourne, Victoria",0.6,0.55,Positive
Which like any medication is how the doctor patient relationship works. Risk vs benefit . We’ve royally fucked this…,Mon Jun 28 10:06:02 +0000 2021,Adelaide,-0.6,0.7,Negative
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:06:04 +0000 2021,"New South Wales, Australia",0.0,0.0,Neutral
Come and get it folks. ,,,,,
"AZ risk/benefit balance in a Delta outbreak means…""",Mon Jun 28 10:06:05 +0000 2021,"Melb,Vict.",0.0,0.0,Neutral
"Significant shift on AstraZeneca out of National Cabinet tonight. Put simply, adults of any age, if you want an AZ shot, you…",Mon Jun 28 10:06:05 +0000 2021,Australia,0.1875,0.6160714285714286,Positive
"Significant shift on AstraZeneca out of National Cabinet tonight. Put simply, adults of any age, if you want an AZ shot, you…",Mon Jun 28 10:06:07 +0000 2021,Melbourne Australia,0.1875,0.6160714285714286,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:06:08 +0000 2021,Australia,0.0,0.0,Neutral
Thank fuck,Mon Jun 28 10:06:08 +0000 2021,"Melbourne, Victoria",-0.4,0.6,Negative
This is pretty big.,Mon Jun 28 10:06:10 +0000 2021,Australia,0.125,0.55,Positive
I honestly think Paul Reid is trying to combat NPHET’s negativity,Mon Jun 28 10:06:13 +0000 2021,Dublin 🇮🇪,0.6,0.9,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:06:15 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
An indemnity scheme set up for GPs to give AstraZeneca to under 60s .. doesn’t exactly scream confidence in its safety for…,Mon Jun 28 10:06:18 +0000 2021,"Melbourne, VIC, Australia.",0.25,0.25,Positive
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:06:20 +0000 2021,South East Asia !,0.0,0.5,Neutral
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:06:23 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
"AstraZeneca sign, calling them out by name… londonprotest MedicalFreedom EnoughIsEnough",Mon Jun 28 10:06:26 +0000 2021,Australia,0.0,0.0,Neutral
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:06:31 +0000 2021,"Bendigo, Victoria",0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:06:31 +0000 2021,Patti LaBelle’s Caftan Closet,0.0,0.5,Neutral
NSTinfographic  The Pfizer-BioNTech vaccine remained recommended while the AstraZeneca and Sinovac vaccines have been clas…,Mon Jun 28 10:06:32 +0000 2021,Malaysia,0.0,0.0,Neutral
We received 100 000 doses of Sinopharm and have administrated 71000 jabs already - 28 000 remain. 108…,Mon Jun 28 10:06:35 +0000 2021,"Walvis bay, Namibia",0.0,0.0,Neutral
Come and get it folks. ,,,,,
"AZ risk/benefit balance in a Delta outbreak means…""",Mon Jun 28 10:06:39 +0000 2021,"Bendigo, Victoria",0.0,0.0,Neutral
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:06:39 +0000 2021,Australia,0.0,0.0,Neutral
National cabinet has agreed on an indemnity scheme for GPs to give AstraZeneca vaccine to those under 60 willing to have it.…,Mon Jun 28 10:06:41 +0000 2021,Australia,0.25,0.75,Positive
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:06:43 +0000 2021,"Recife, BRA",0.0,0.5,Neutral
National cabinet has agreed on an indemnity scheme for GPs to give AstraZeneca vaccine to those under 60 willing to have it.…,Mon Jun 28 10:06:44 +0000 2021,"Hindmarsh, Adelaide",0.25,0.75,Positive
National cabinet has agreed on an indemnity scheme for GPs to give AstraZeneca vaccine to those under 60 willing to have it.…,Mon Jun 28 10:06:47 +0000 2021,"Melbourne, Victoria",0.25,0.75,Positive
"I was going to get Ad AstraZeneca, but I'm not a Brad Pitt fan",Mon Jun 28 10:06:49 +0000 2021,"Brisbane, Queensland",0.0,0.0,Neutral
National cabinet has agreed on an indemnity scheme for GPs to give AstraZeneca vaccine to those under 60 willing to have it.…,Mon Jun 28 10:06:51 +0000 2021,"Queensland, Australia",0.25,0.75,Positive
Hey    .,,,,,
"Can someone please find out why the US FDA has not approve…""",Mon Jun 28 10:06:53 +0000 2021,Southern Highlands,0.0,0.0,Neutral
AstraZeneca on track to meet Southeast Asia vaccine orders,Mon Jun 28 10:06:53 +0000 2021,"Bundanoon, New South Wales",0.0,0.0,Neutral
"Sensible, pragmatic approach for the many people who want the nation vaccinated as soon as possible.",Mon Jun 28 10:06:54 +0000 2021,"Eltham, Melbourne",0.25,0.75,Positive
EU has a massive issue with AstraZeneca vaccine-in spite of the fact that large swathes of world are using it to protect thems…,Mon Jun 28 10:00:55 +0000 2021,New Delhi,0.10714285714285714,0.7142857142857143,Positive
This Astra Zeneca mixed message crap is astoundingly embarrassing.,Mon Jun 28 10:00:56 +0000 2021,"Melbourne, Australia",-0.0666666666666667,0.6833333333333332,Negative
AstraZeneca baby let’s go🤒🤒🤒,Mon Jun 28 10:00:56 +0000 2021,+49,0.0,0.0,Neutral
"SU-30MKI with 4 Astra BVR-AAM during the captive flight trials of the missile, 2011.",Mon Jun 28 10:01:03 +0000 2021,Akhand Bharat,0.2,0.6,Positive
GIVE ME THE VACCINE,Mon Jun 28 10:01:06 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Commonwealth no fault indemnity scheme for GP’s across the country to administer vaccines. ,,,,,
"Anyone of any age (approved fo…""",Mon Jun 28 10:01:07 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
Okay this is big. Australia will introduce an indemnity scheme to allow GPs to administer AstraZeneca vaccine to anyone…,Mon Jun 28 10:01:13 +0000 2021,"Melbourne, Victoria",0.25,0.3,Positive
Okay this is big. Australia will introduce an indemnity scheme to allow GPs to administer AstraZeneca vaccine to anyone…,Mon Jun 28 10:01:14 +0000 2021,Sydney,0.25,0.3,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:01:16 +0000 2021,"Wurundjeri Richmond, Melbourne",0.0,0.0,Neutral
They’ve finally acknowledged that ATAGI advice doesn’t say you can’t get AstraZeneca if you’re under 60. ,,,,,
"If only…""",Mon Jun 28 10:01:21 +0000 2021,"Sydney, Australia",0.0,1.0,Neutral
This is the yarn that seemed to get buried in everything the PM said  because he has difficulty getting to the main…,Mon Jun 28 10:01:27 +0000 2021,"Sydney, Australia",-0.1,0.2,Negative
"Thank you, Astra! The publication date had to be moved to 30th September sadly, but not too long to wait now. X",Mon Jun 28 10:01:31 +0000 2021,"South East, England",-0.275,0.7,Negative
Good announcement by Morrison government will create an indemnity scheme so GPs can give AstraZeneca vaccine to people u…,Mon Jun 28 10:01:33 +0000 2021,"Wollongong, New South Wales",0.7,0.6000000000000001,Positive
"His strategy for the vaccination race is to wait until October, or everyone is free to ‘risk’ and go for Astra Zeneca.",Mon Jun 28 10:01:33 +0000 2021,Humanity,0.4,0.8,Positive
ABOUT FUCKING TIME,Mon Jun 28 10:01:34 +0000 2021,"Penrith, Australia",-0.6,0.8,Negative
"Well, blow me down. Fed govt clears the way for anyone to get AstraZeneca if approved by GP. Why wasn’t this done f…",Mon Jun 28 10:01:37 +0000 2021,"Brisbane, Queensland",-0.15555555555555559,0.2888888888888889,Negative
"Last week we administered our highest level of vaccinations to date at almost 350,000. In 4 of the past 7 days we admin…",Mon Jun 28 10:01:40 +0000 2021,"Limerick, Ireland",-0.125,0.15833333333333333,Negative
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:40 +0000 2021,Sydney,0.0,0.0,Neutral
I know what I’m doing tomorrow,Mon Jun 28 10:01:41 +0000 2021,"Sydney, New South Wales",0.0,0.0,Neutral
GIVE. IT*. TO. ME. ,,,,,
*AstraZeneca,,,,,
"*An actual vaccine appointment""",Mon Jun 28 10:01:41 +0000 2021,On the couch,0.0,0.1,Neutral
They’ve finally acknowledged that ATAGI advice doesn’t say you can’t get AstraZeneca if you’re under 60. ,,,,,
"If only they’d d…""",Mon Jun 28 10:01:41 +0000 2021,"Sydney, Australia",0.0,1.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:01:41 +0000 2021,"Bangkok, Thailand",0.0,0.5,Neutral
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:01:44 +0000 2021,Dancing on the head of a pin,0.0,0.0,Neutral
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:44 +0000 2021,Pinechunga Country,0.0,0.0,Neutral
"Go and get it done, everybody. ASAP",Mon Jun 28 10:01:45 +0000 2021,Melburn,0.0,0.0,Neutral
This is the yarn that seemed to get buried in everything the PM said  because he has difficulty getting to the main poin…,Mon Jun 28 10:01:47 +0000 2021,Homebush NSW,0.033333333333333326,0.26666666666666666,Positive
7) majority of the world has either no vaccine or only 1 dose. This is why the 18-30% efficacy with 1 dose against DeltaVa…,Mon Jun 28 10:01:48 +0000 2021,New England,0.0,1.0,Neutral
Astra Zeneca isn't very good at protecting against Delta. Most Brits are Astra-vaccinated. Hence the…,Mon Jun 28 10:01:50 +0000 2021,Jerusalem,0.705,0.6400000000000001,Positive
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:53 +0000 2021,"Queensland, Australia",0.0,0.0,Neutral
PM says the Commonwealth will indemnify GPs -- so that they can talk with patients who might want the AstraZeneca vaccine.…,Mon Jun 28 10:01:53 +0000 2021,Sydney,0.0,0.0,Neutral
All they’ve received so far is a text message from the Health Minister.,Tue Jun 29 07:45:55 +0000 2021,"Sydney, Australia",0.1,1.0,Positive
"“Health authorities have emphasized that your chance of getting a clot from the vaccine is very small and that, if…",Tue Jun 29 07:45:56 +0000 2021,"Ontario, Canada",-0.325,0.52,Negative
EU accepts AstraZeneca vaccines from UK and EU countries for vaccine passports. ,,,,,
"EU does not accept the same AstraZene…""",Tue Jun 29 07:45:57 +0000 2021,"Mumbai,India",0.0,0.125,Neutral
"Check out my Gig on Fiverr I will design wordpress website with divi,flatsome,astra pro and porto theme",Tue Jun 29 07:45:57 +0000 2021,"Satkhira,Khulna,Bangladash",0.0,0.0,Neutral
"What sort of fuckwit PM would encourage more than half a nation to go against medical advise during a pandemic, and remain…",Tue Jun 29 07:45:58 +0000 2021,"Fremantle, WA",0.11111111111111112,0.2222222222222222,Positive
Mixing Covid vaccines offers strong immune protection – study.,Tue Jun 29 07:45:58 +0000 2021,"England, United Kingdom",0.26666666666666666,0.36666666666666664,Positive
EU accepts AstraZeneca vaccines from UK and EU countries for vaccine passports. ,,,,,
"EU does not accept the same AstraZene…""",Tue Jun 29 07:46:04 +0000 2021,"Kilmarnock, Scotland",0.0,0.125,Neutral
Tonight on  ,,,,,
"- speaks with AstraZeneca blood clot survivor. Isn’t stopping his wife from getti…""",Tue Jun 29 07:46:10 +0000 2021,Australia,0.0,0.0,Neutral
“Our recommendation is still really for patients to follow the Atagi advice. Be patient and have the Atagi-recommen…,Tue Jun 29 07:46:14 +0000 2021,amy.coopes at croakey.org,0.2,0.2,Positive
OOOPS.....,,,,,
"Australia’s top medical body refuses to endorse PM’s announcement that under-40s can get AstraZeneca""",Tue Jun 29 07:46:14 +0000 2021,"Broulee, NSW",0.25,0.25,Positive
Approval of whom? Those who made vaccine right? Gave green light to…,Tue Jun 29 07:46:16 +0000 2021,"Surat, India",0.1619047619047619,0.5119047619047619,Positive
"JUST IN 🚨 A third shot of the Oxford-AstraZeneca COVID-19 vaccine produces a strong immune response, according to new…",Tue Jun 29 07:46:17 +0000 2021,Pakistan,0.21666666666666665,0.36666666666666664,Positive
"Morrison just making sh*t up to save himself. Should stick to hammering imaginary nails in walls, not real ones in coffi…",Tue Jun 29 07:46:24 +0000 2021,"Melbourne, Victoria",-0.1,0.30000000000000004,Negative
Far-queue,Tue Jun 29 07:46:25 +0000 2021,Australia,0.0,0.0,Neutral
What a shambles! Policy making on the run like this hardly inspires confidence. COVID19 auspol,Tue Jun 29 07:46:25 +0000 2021,Australia,-0.2916666666666667,0.5416666666666666,Negative
UPDATE AstraZeneca is now recommended for anyone who has the remotest idea of what the fuck is going on,Tue Jun 29 07:46:25 +0000 2021,Australia,-0.4,0.6,Negative
