text,date,location,polarity,subjectivity,classification
"Currently, two mRNA vaccines – one by Pfizer-BioNTech and the other by US firm Mode…",Thu Jul 01 13:23:26 +0000 2021,Calgary,-0.10833333333333334,0.39166666666666666,Negative
"🔥🔥🔥Artificial Intelligence Ranks Moderna, Inc Among Today’s Trending Stocks - Forbes  via…",Thu Jul 01 13:23:44 +0000 2021,"Rotterdam, The Netherlands",0.0,0.0,Neutral
Today's pop-up vaccineclinic  is likely to be busy today. So if you don't have an appointment or aren't in the q…,Thu Jul 01 13:23:44 +0000 2021,"Islington, London",0.05,0.65,Positive
AOC riled up at the notion of political hacks in bed with Exxon $XOM,,,,,
--,,,,,
"Does she not realise her left leaning frien…""",Thu Jul 01 13:23:45 +0000 2021,"London, UK",0.0,0.05,Neutral
Yes! I wrote about this here! Good to know it’s now in NEJM and peer-…,Thu Jul 01 13:23:47 +0000 2021,United States,0.7,0.6000000000000001,Positive
Two new studies released this week have further suggested there is a link between mRNA COVID-19 vaccines and heart infl…,Thu Jul 01 13:23:49 +0000 2021,USA,0.06818181818181818,0.4772727272727273,Positive
"Moderna’s vaccine is expected to be next authorized in teens, following the Food and Drug Administration’s decision in mid…",Fri Jul 02 10:29:14 +0000 2021,"Rosemont, IL - USA",-0.03333333333333333,0.16666666666666666,Negative
had it put in me 💉 yeass ya boys Pfizer'd up 💥,Fri Jul 02 10:29:14 +0000 2021,"England, United Kingdom",0.0,0.0,Neutral
Are mixed vaccines successful?,,,,,
"Astrazeneca Pfizer Vaccine COVID COVID19LK COVID19SL SriLanka""",Fri Jul 02 10:29:30 +0000 2021,Estados Unidos,0.375,0.6,Positive
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Fri Jul 02 10:29:36 +0000 2021,Sydney,0.005681818181818177,0.4147727272727273,Positive
12-Year-Old Girl Bound To Wheelchair And Left With Chronic Illnesses After Receiving Pfizer C0V-1D Jab,Fri Jul 02 10:29:37 +0000 2021,United Kingdom,0.0,0.0,Neutral
REALLY? Judy 2 I think we could all name at least 50. What's the real story?,Fri Jul 02 10:29:42 +0000 2021,"Toronto, Ontario",0.03333333333333335,0.30000000000000004,Positive
Palestine perhaps....? But no right?PalestinianLivesMatter,Fri Jul 02 10:29:46 +0000 2021,Pakistan,0.0,0.0,Neutral
3 month wait for Pfizer for at least 10 of my friends. People want to be vaccinated.,Fri Jul 02 10:29:46 +0000 2021,"Sydney, New South Wales",-0.3,0.4,Negative
Do whatever it takes to get this Australia. Whatever it takes.,Fri Jul 02 10:29:47 +0000 2021,Going for an interview?,0.0,0.0,Neutral
Not without Vaccines.   Why did you knock back Pfizer last year.   You have been criminally negligent in…,Fri Jul 02 10:29:49 +0000 2021,Perth Australia,-0.13333333333333333,0.20555555555555557,Negative
…,Fri Jul 02 10:29:54 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
it’s been over three months since I got my first dose of the AstraZeneca vaccine. I was wondering when I will get my second?,Wed Jun 30 19:11:00 +0000 2021,Limerick,0.125,0.16666666666666666,Positive
"At arrival on Phuket, domestic travellers have to show a recent negative test result or their vaccination certificate (for Astra…",Wed Jun 30 19:11:00 +0000 2021,"Mumbai, India",-0.09999999999999999,0.25,Negative
"The 13yo has covid. I've been double vaxxed with Pfizer, wife has been double vaxxed with AstraZeneca, 10yo has no protect…",Wed Jun 30 19:11:04 +0000 2021,Sol III,0.0,0.0,Neutral
"Apparently they will, but it seems only until the currently contracted production run finishes in ea…",Wed Jun 30 19:11:08 +0000 2021,"Melbourne, Victoria",0.016666666666666666,0.5833333333333334,Positive
♥ All Your Favorite Action Movies,,,,,
"All The Best Shootem up Action Hero Films You Cant Get E…""",Wed Jun 30 19:11:11 +0000 2021,www.m.iastratv.com,0.54,0.5,Positive
COVID live updates Prime Minister Scott Morrison facing states rebellion on AstraZeneca for under-40s,Wed Jun 30 19:11:15 +0000 2021,Australia,0.13636363636363635,0.5,Positive
Use code Astra in checkout 😁,Wed Jun 30 19:11:18 +0000 2021,The Raq,0.0,0.0,Neutral
AstraZeneca promises Vietnam another 8 mln Covid vaccine doses by August,Wed Jun 30 19:11:28 +0000 2021,"Qui Nhơn,Bình Định, Việt Nam",0.0,0.0,Neutral
I’m Vaccinated With Oxford-AstraZeneca But Europe Won’t Let Me In  Goats and Soda  NPR,Wed Jun 30 19:11:29 +0000 2021,United States,0.0,0.0,Neutral
"One dose of Pfizer or Astra Zeneca vaccine only provides around 33 per cent protection against symptoms from Delta variant, t…",Wed Jun 30 19:11:32 +0000 2021,Terengganu - Bangi,0.0,1.0,Neutral
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:31:56 +0000 2021,South Africa,0.13636363636363635,0.45454545454545453,Positive
Neither Pfizer nor Moderna have performed the expected reproductive safety or animal/human kinetic/toxici…,Thu Jul 01 13:31:57 +0000 2021,"Lake Charles, LA",-0.1,0.4,Negative
Phizer has 95% moderna 92% covishield 89%,,,,,
"So you could choose which has better efficacy dumb Indians🤭🤭""",Thu Jul 01 13:32:05 +0000 2021,No Electricity Tamil Nadu,0.0625,0.5,Positive
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:32:06 +0000 2021,"Reigate, Surrey",0.13636363636363635,0.45454545454545453,Positive
"In advance of the 2nd Moderna rollout today 07/01 (and opening up vaccines to delivery drivers, convenience store and postal…",Thu Jul 01 13:32:21 +0000 2021,"Taichung, Taiwan 42743",0.0,0.0,Neutral
"1,403 💉fatal events reported to MHRA in UK🇬🇧",,,,,
ASTRAZENECA,,,,,
Reactions 762,706,,,,
Deaths 936 (+32),,,,,
"Blood clot death 70 (+2)…""",Thu Jul 01 13:32:29 +0000 2021,Scotland,0.0,0.0,Neutral
The last info I’d read frm experts says even with Pfizer or Moderna you have about a 12% chance of catching  the Delta frm s…,Thu Jul 01 13:32:40 +0000 2021,"omaha, ne",0.3,0.48333333333333334,Positive
"Recovering from Moderna X2 shot... love this gloomy weather,  refreshing...",Thu Jul 01 13:32:41 +0000 2021,"Petit Étang,  NE, Canada",0.5,0.8,Positive
Confidential Documents reveal Moderna sent mRNA Coronavirus Vaccine Candidate to University Researchers weeks before e…,Thu Jul 01 13:32:43 +0000 2021,"Richmond, London",0.0,0.0,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:37:27 +0000 2021,"Dublin City, Ireland",0.375,0.875,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:37:29 +0000 2021,Ireland,0.375,0.875,Positive
"On the following week, subject to supplies those aged 18-34 will be able to register for an AstraZeneca or Janssen…",Fri Jul 02 08:37:29 +0000 2021,Cork,0.058333333333333334,0.36458333333333337,Positive
". From next Monday, people aged 18-34 can register with pharmacies to opt-in for the Janssen single-dose vaccine.",Fri Jul 02 08:37:34 +0000 2021,Baile Átha Cliath💙,-0.05,0.2,Negative
All the Cork pharmacies giving single-shot Janssen vaccines to over-18s from Monday,Fri Jul 02 08:37:39 +0000 2021,Ireland,0.0,0.0,Neutral
I never thought a Friday highlight would be the potential to go to the pharmacy in the near future Janssen 💉,Fri Jul 02 08:37:47 +0000 2021,"Dublin, Ireland",0.03333333333333333,0.5083333333333333,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 08:37:48 +0000 2021,Ireland,0.0,0.4,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:37:48 +0000 2021,"Dublin, Ireland",0.375,0.875,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:37:51 +0000 2021,"Galway, Ireland",0.375,0.875,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:11:45 +0000 2021,With you,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:11:56 +0000 2021,Somebody,0.55,0.7000000000000001,Positive
The latest data shows over three quarters of vaccine doses so far administered in Ireland ( 75.8%)  are the mRNA va…,Thu Jul 01 10:11:56 +0000 2021,Ireland,0.3,0.95,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:11:58 +0000 2021,"Durban, South Africa",0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:11:58 +0000 2021,Anywhere you think i am,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:12:03 +0000 2021,Abuja,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:12:05 +0000 2021,PainVille,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:12:06 +0000 2021,Your Earphones,0.55,0.7000000000000001,Positive
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Thu Jul 01 14:05:57 +0000 2021,Anfield,0.3,1.0,Positive
My father is all pro-russia but he got astra zeneca back in march because my bf talked to his aunt…,Thu Jul 01 14:05:58 +0000 2021,; + | she/her - 20 |-/,0.0,0.0,Neutral
AstraZeneca💉 TGA registration is dose 2 interval 4-12 wks anyone 4+ wks post-dose 1 can discuss with their GP or clinic b…,Thu Jul 01 14:06:08 +0000 2021,"Sydney, New South Wales",0.0,0.0,Neutral
Korea will not give AstraZeneca COVID-19 vaccine to people under 50,Thu Jul 01 14:06:14 +0000 2021,Indonesia,0.0,0.0,Neutral
Has it been 8+ weeks since your 1st dose Astra Zeneca vaccine? Come along this Sunday to the East Ham Leisure Centr…,Thu Jul 01 14:06:15 +0000 2021,London Borough of Newham,0.0,0.0,Neutral
"Astra is now a public company, opening trading on the Nasdaq this morning $ASTR",,,,,
"I spoke with CEO Chris  and CFO…""",Thu Jul 01 14:06:15 +0000 2021,"NYC, USA",0.0,0.06666666666666667,Neutral
"If the blood clotting risk from the contraceptive pill is higher than the AZ COVID vax, imagine if the Queensland CHO had sa…",Thu Jul 01 14:06:21 +0000 2021,"Indianapolis, IN",0.25,0.5,Positive
I asked my GP about AstraZeneca vaccine today and she gave me this and a five minute speech about how the PM should keep his…,Thu Jul 01 14:06:29 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
"Astra is now public, it's something new for new space companies! Congratulations  !",Thu Jul 01 14:06:54 +0000 2021,"Lille, France",0.11647727272727271,0.3252525252525253,Positive
This isn’t sustainable.  The world needs vaccines.  Canada doesn’t need AstraZeneca and Janssen.  The USA doesn’t need Jansen.…,Wed Jun 30 19:44:57 +0000 2021,"Kolkata, India",0.0,0.0,Neutral
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:45:03 +0000 2021,phlegmatic,0.3,1.0,Positive
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:45:04 +0000 2021,Naguanagua en Venezuela.,0.3,1.0,Positive
So the Pharmacy Guild wishes to act against official medical advice too!,,,,,
"Interesting times ...""",Wed Jun 30 19:45:19 +0000 2021,Devonport (Tas.),0.25,0.25,Positive
MUCUNA TAKES A…,Wed Jun 30 19:45:22 +0000 2021,Tampa Bay,0.0,0.0,Neutral
Why on earth did Dr Nick Coatsworth on 730 try to use the suicide rate of 20-25 year olds as some kind of comparison p…,Wed Jun 30 19:45:22 +0000 2021,"Victoria, Australia",0.6,0.9,Positive
"“Rock musician, 48, died of a brain haemorrhage two weeks after he had AstraZeneca vaccine.”",,,,,
"Death by brain haemorrhage i…""",Wed Jun 30 19:45:33 +0000 2021,"Phoenix, AZ",0.0,0.0,Neutral
"2) A third dose of the AstraZeneca vaccine can boost immune protection. In new trial, 3rd dose of AZ vaccine nearly seven m…",Wed Jun 30 19:45:39 +0000 2021,"Love Earth, Nature, Animals",0.05909090909090909,0.21363636363636362,Positive
Why on earth did Dr Nick Coatsworth on 730 try to use the suicide rate of 20-25 year olds as some kind of comparison p…,Wed Jun 30 19:45:44 +0000 2021,"NSW, Australia",0.6,0.9,Positive
"The side effects from Pfizer and Moderna provide a range of benefits, such as not having to go to…",Fri Jul 02 16:44:56 +0000 2021,Hampshire,0.0,0.5,Neutral
"Moderna admits “mRNA detected in all examined tissues… heart, lung, testis, brain”.  mRNA/lipid nano particles move…",Fri Jul 02 16:44:59 +0000 2021,Estados Unidos,0.0,0.0,Neutral
"Today we delivered 2.5 million doses of Moderna vaccines to Pakistan, another step towards helping the world beat COVID…",Fri Jul 02 16:45:00 +0000 2021,Riyadh united kingdom,0.0,0.0,Neutral
[ON] ✨ OTTAWA ✨,,,,,
🏆 MEET THE AMAZING TEAM at BRIDLE PATH PHARMASAVE 🏆,,,,,
📍4000 Bridle Path Drive, Gloucester,,,,
"🙌 Moderna A…""",Fri Jul 02 16:45:03 +0000 2021,Canada,0.6000000000000001,0.9,Positive
German Chancellor Angela Merkel helped pave the way for mixed vaccine use when she received the Moderna shot in June as…,Fri Jul 02 16:45:04 +0000 2021,Makati City,0.0,0.125,Neutral
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:45:21 +0000 2021,Riyadh united kingdom,0.0,0.0,Neutral
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:45:30 +0000 2021,United States,0.0,0.0,Neutral
See. He was only partially vaccinated while hobnobbing unmasked with the other elites at the G7. I’m sick of the theatri…,Fri Jul 02 16:45:46 +0000 2021,"Cape Town, South Africa",-0.23482142857142857,0.6330357142857143,Negative
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:17:04 +0000 2021,Florida,0.3,1.0,Positive
Let me show you ten wonderfully tasty  family meals you can make from Scotty’s leftover Astra-Zeneca vaccines…,Wed Jun 30 19:17:05 +0000 2021,"Brisbane, Australia",0.5,0.5,Positive
"I am fully vaccinated with Oxford-AstraZeneca COVID19 vaccine. Based on new Digital EU Green Pass, I’m not allowed into the EU…",Wed Jun 30 19:17:05 +0000 2021,"Lagos, Nigeria",-0.02121212121212122,0.2515151515151515,Negative
Yestrday wo Utatte,,,,,
Zombie Land Saga,,,,,
Sora yori mo Tooi Basho,,,,,
Colorful (movie),,,,,
"Astra Lost in Space""",Wed Jun 30 19:17:14 +0000 2021,🇵🇸🇩🇿,0.3,0.4,Positive
"“Rock musician, 48, died of a brain haemorrhage two weeks after he had AstraZeneca vaccine.”",,,,,
"Death by brain haemorrhage i…""",Wed Jun 30 19:17:23 +0000 2021,The Real World,0.0,0.0,Neutral
"Grab a Jab at the drop-in AstraZeneca vaccination clinic at Stoke Mandeville Stadium, Thurs, 1 July, 8.30am – 7.30p…",Wed Jun 30 19:17:37 +0000 2021,Buckinghamshire,0.0,0.0,Neutral
[BC] Astrazeneca COSTCO Appointments TODAY,,,,,
Burnaby ➡️ ,,,,,
Willingdon ➡️ ,,,,,
" L…""",Wed Jun 30 19:17:47 +0000 2021,Somewhere S of the North Pole,0.0,0.0,Neutral
"2) A third dose of the AstraZeneca vaccine can boost immune protection. In new trial, 3rd dose of AZ vaccine nearly seven m…",Wed Jun 30 19:17:52 +0000 2021,"Palm Beach County, FL",0.05909090909090909,0.21363636363636362,Positive
Morrison govt's vaccine debacle in total disarray as PM decides under '40s should have AstraZeneca despite medical advic…,Wed Jun 30 19:08:57 +0000 2021,"Hell,Hades,Mictlan,Tartarus",0.0,0.375,Neutral
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:08:58 +0000 2021,Ratoath & West Cork,0.3,1.0,Positive
[BC] Astrazeneca COSTCO Appointments TODAY,,,,,
Burnaby ➡️ ,,,,,
Willingdon ➡️ ,,,,,
" L…""",Wed Jun 30 19:09:02 +0000 2021,Vancouver,0.0,0.0,Neutral
Q1 what was the efficacy result of this combo (1st astrazeneca + 2nd Sputnik) vaccination for 18+…,Wed Jun 30 19:09:12 +0000 2021,India,0.0,0.0,Neutral
"“Rock musician, 48, died of a brain haemorrhage two weeks after he had AstraZeneca vaccine.”",,,,,
"Death by brain haemorrhage i…""",Wed Jun 30 19:09:15 +0000 2021,USA,0.0,0.0,Neutral
…,Wed Jun 30 19:09:16 +0000 2021,"São Paulo, Brasil",0.0,0.0,Neutral
Still LFT,,,,,
Can play every agent other than Sova, Reyna, Astra (just don’t like them),,,
"Extremely flexible play style and ca…""",Wed Jun 30 19:09:16 +0000 2021,"Springfield, MA",-0.125,0.6875,Negative
BREAKING AstraZeneca Now Recommended For Anyone Who Has The Remotest Idea Of What The Fuck Is Going On,Wed Jun 30 19:09:35 +0000 2021,Australia,-0.4,0.6,Negative
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:09:44 +0000 2021,UNKNOWN,0.3,1.0,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:31:59 +0000 2021,"Lagos, Nigeria",0.6,0.9,Positive
-Experts say Janssen vaccine starts work after several weeks,,,,,
-Then 66% effective at stopping infection,,,,,
"-Dutch health minist…""",Thu Jul 01 10:32:05 +0000 2021,The Netherlands,0.3,0.4,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:08 +0000 2021,Trenches,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:13 +0000 2021,"Seguku - Kampala, Uganda",0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:14 +0000 2021,Anywhere you think i am,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:23 +0000 2021,With you,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:24 +0000 2021,Singapore,0.6,0.9,Positive
"Government Pharmaceutical Organization said they sold Moderna to private hospitals at 1,100 baht per dose, while hospital…",Thu Jul 01 13:24:59 +0000 2021,Thailand,0.0,0.375,Neutral
The government said on Thursday that 3.9 million Moderna doses are arriving in the fourth quarter of 2021 and 1.1 million…,Thu Jul 01 13:25:01 +0000 2021,Thailand,0.0,0.0,Neutral
Thread,Thu Jul 01 13:25:02 +0000 2021,MN,0.0,0.0,Neutral
"🔥🔥🔥Artificial Intelligence Ranks Moderna, Inc Among Today’s Trending Stocks - Forbes  via  de…",Thu Jul 01 13:25:02 +0000 2021,Created By: zedeca_,0.0,0.0,Neutral
Those poor Thai people who have to wait until late this year or until the 1st quarter of 2022. โมเดอร์นา โควิด19 โควิดวั…,Thu Jul 01 13:25:04 +0000 2021,Thailand,-0.35,0.6,Negative
"I had the best vax experience here yesterday. Please go Ottawa and help, otherwise the vaccine will expire. Let your mass…",Thu Jul 01 13:25:04 +0000 2021,"Ottawa now, 💚 in Saskatchewan",1.0,0.3,Positive
"Please set an example for small children who don't understand why everyone else can unmask, but them. They are conf…",Thu Jul 01 13:25:08 +0000 2021,Southwest Pennsylvania,-0.25,0.4,Negative
"1,403 💉fatal events reported to MHRA in UK🇬🇧",,,,,
ASTRAZENECA,,,,,
Reactions 762,706,,,,
Deaths 936 (+32),,,,,
"Blood clot death 70 (+2)…""",Thu Jul 01 13:25:15 +0000 2021,"Scotland, United Kingdom",0.0,0.0,Neutral
The ppl dem ready long time G,Wed Jun 30 19:26:57 +0000 2021,"Kingston, Jamaica",0.07500000000000001,0.45,Positive
Indian AstraZeneca vaccine not approved for EU agency  via,Wed Jun 30 19:27:02 +0000 2021,London,0.0,0.0,Neutral
Covishield is Astra zeneca which is Oxford vaccine.,Wed Jun 30 19:27:12 +0000 2021,bhopal,0.0,0.0,Neutral
In light of what we've seen over the last year+ I'm giving this one another 🤔,Wed Jun 30 19:27:15 +0000 2021,🇺🇸🇺🇸🇺🇸,0.2,0.3833333333333333,Positive
"“Rock musician, 48, died of a brain haemorrhage two weeks after he had AstraZeneca vaccine.”",,,,,
"Death by brain haemorrhage i…""",Wed Jun 30 19:27:27 +0000 2021,Refugee in Argentina,0.0,0.0,Neutral
Just commented on  NPHET modelling 'didn't account for AstraZeneca and Janssen vaccines being made  -,Wed Jun 30 19:27:28 +0000 2021,Ireland,0.0,0.0,Neutral
"The 11th-generation 2022 Opel Astra will make its world premiere this August with the company’s EMP2 architecture,…",Wed Jun 30 19:27:38 +0000 2021,"Georgia, USA",0.0,0.0,Neutral
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:27:41 +0000 2021,Belém Brasil,0.3,1.0,Positive
"There was no argument inside national cabinet about expanding access to AstraZeneca for the under 40s on Monday night, becau…",Wed Jun 30 19:27:43 +0000 2021,"Brisbane, Queensland",0.0,0.0,Neutral
"THE LATEST GOVT DATA FOR PFIZER DEATHS AND DRUG REACTIONS - 425 reported deaths, 210,168 reactions. Why is this not on…",Wed Jun 30 19:33:10 +0000 2021,Minnesota,0.5,0.9,Positive
Get vaccinated this weekend in White City!,,,,,
A pop-up clinic is coming to White City Community Centre, W12 7QT, this weekend.,,,
"FRI…""",Wed Jun 30 19:33:11 +0000 2021,Hammersmith & Fulham/Streatham,0.0,0.0,Neutral
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Wed Jun 30 19:33:27 +0000 2021,Nowhere and Everywhere,0.3,1.0,Positive
You mean ‘Costello’s Nine News’ ,,,,,
"The thing is - when this is known you lose all credibility auspol""",Wed Jun 30 19:33:29 +0000 2021,"Queensland, Australia",-0.3125,0.6875,Negative
"If you’re under 40, you can call your GP and ask to receive the Astra Zeneca vaccine. They won’t know what you’re talki…",Wed Jun 30 19:33:41 +0000 2021,"Berlin, Germany",0.0,0.0,Neutral
AU vaccine protest,,,,,
"African Union wants EU to recognise AstraZeneca vaccine from India. Covishield version of AstraZen…""",Wed Jun 30 19:33:50 +0000 2021,Where the💰at,0.1,0.05,Positive
"3...2...1 Lift off! Godspeed Rosalind, Grace, Elisa, and Sofya. Ad astra!",Wed Jun 30 19:33:51 +0000 2021,"London, British Empire",0.0,0.0,Neutral
Astra-Zeneca + Pfizer = 10G,,,,,
Sumber,,,,,
Nature ,,,,,
"The Lancet""",Wed Jun 30 19:33:51 +0000 2021,Melaka,0.0,0.0,Neutral
7. Next essential worker groups to get vaccinated ,,,,,
1. SAPS (this will start on 5 July),,,,,
2. SANDF (no date yet),,,,,
"All essential…""",Fri Jul 02 07:58:56 +0000 2021,"Cape Town, South Africa",0.0,0.15,Neutral
"J&amp;J puts out real-world data on their vaccine. As suspected from phase I/II clinical trial data &amp; phase 3, good activity…",Fri Jul 02 07:59:01 +0000 2021,Back in France,0.7,0.6000000000000001,Positive
"💉 Community pharmacies can begin issuing Janssen vaccines to 18-34-year-olds from MONDAY,  tells …",Fri Jul 02 07:59:09 +0000 2021,Ireland,0.0,0.0,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 07:59:12 +0000 2021,"Clare, Ireland",0.375,0.875,Positive
Happy Friday besties 💅🏻,Fri Jul 02 07:59:12 +0000 2021,"Leitrim, Ireland",0.8,1.0,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 07:59:13 +0000 2021,"Dublin, Ireland",0.0,0.4,Neutral
"💉 Community pharmacies can begin issuing Janssen vaccines to 18-34-year-olds from MONDAY,  tells …",Fri Jul 02 07:59:14 +0000 2021,"Dublin City, Ireland",0.0,0.0,Neutral
Data from laboratory studies show Johnson &amp; Johnson's (JNJ.N) COVID-19 vaccine works well against the Delta variant tha…,Fri Jul 02 07:59:16 +0000 2021,Zambia,0.0,0.0,Neutral
Get vaccinated this weekend in White City!,,,,,
A pop-up clinic is coming to White City Community Centre, W12 7QT, this weekend.,,,
"FRI…""",Wed Jun 30 19:28:55 +0000 2021,London,0.0,0.0,Neutral
Astra-Zeneca + Pfizer = 10G,,,,,
Sumber,,,,,
Nature ,,,,,
"The Lancet""",Wed Jun 30 19:28:56 +0000 2021,somewhere in your mind,0.0,0.0,Neutral
SA reconsiders AstraZeneca jab as it proves effective against Delta variant,Wed Jun 30 19:29:06 +0000 2021,Johannesburg,0.44999999999999996,0.4,Positive
65000 doses of Astra Zeneca Vaccines have now been packed in Mexico for delivery to Kingston tomorrow! 🇯🇲 thanks 🇲🇽 for…,Wed Jun 30 19:29:07 +0000 2021,"Nezahualcóyotl, México",0.2,0.2,Positive
Four UK Men Develop Life-threatening Guillain-Barré Syndrome After Having AstraZeneca C0V-1D Jab,Wed Jun 30 19:29:15 +0000 2021,Deleted,0.0,0.0,Neutral
Why on earth did Dr Nick Coatsworth on 730 try to use the suicide rate of 20-25 year olds as some kind of comparison p…,Wed Jun 30 19:29:15 +0000 2021,Djadja Wurrung,0.6,0.9,Positive
I was referring to this Canberra Times article ,,,,,
"More Covid lockdowns as confusion surrounds Scott Morrison's Astr…""",Wed Jun 30 19:29:17 +0000 2021,New England & Melbourne,0.5,0.5,Positive
"The 13yo has covid. I've been double vaxxed with Pfizer, wife has been double vaxxed with AstraZeneca, 10yo has no protect…",Wed Jun 30 19:29:46 +0000 2021,York,0.0,0.0,Neutral
Good!,Mon Jun 28 10:00:42 +0000 2021,"nipaluna (Hobart, Tasmania)",0.875,0.6000000000000001,Positive
"This is grossly illogical, unfair and discriminatory.  Covishield  is AstraZeneca and was put through the same…",Mon Jun 28 10:00:42 +0000 2021,"Mechelen, Belgium",-0.25,0.5,Negative
This is pretty big.,Mon Jun 28 10:00:43 +0000 2021,"Queensland, Australia",0.125,0.55,Positive
