text,date,location,polarity,subjectivity,classification
Double Fun,,,,,
"\""Just when we were about to start"," it seems like we got some company.\""",,,,
"Birthday gift for  fea…""",Mon Jun 28 11:31:23 +0000 2021,"California, USA",0.15,0.1,Positive
The Fall of the Jab,,,,,
Australian Politicians told us that the,,,,,
AstraZeneca vax was 100% safe,,,,,
"Now it's being taken off the shelf.""",Mon Jun 28 11:32:33 +0000 2021,"Detroit, MI",0.25,0.25,Positive
Leicester mum dies after receiving AstraZeneca coronavirus vaccine,Mon Jun 28 11:33:49 +0000 2021,Twang Town USA,0.0,0.0,Neutral
"Wake Up!!!! “Medical News Today published a study on June 15th, 2021 that showed an increased risk of blood clotting and l…",Mon Jun 28 11:33:54 +0000 2021,United States,0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:34:21 +0000 2021,"Fredericksburg, Virginia",0.0,0.5,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:35:25 +0000 2021,"Georgia, USA",0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:36:02 +0000 2021,"Missouri, USA",0.0,0.5,Neutral
"Article about IVM &amp; conflicts of interest of WHO, Oxford Univ, Gates, McMaster Univ.  Oxford profits from AstraZeneca…",Mon Jun 28 11:37:46 +0000 2021,"Wyoming, USA",0.0,0.0,Neutral
Research by the University of Oxford team that developed the AstraZeneca COVID-19 vaccine shows that giving a third dose…,Mon Jun 28 11:38:11 +0000 2021,"Scranton, PA",0.05,0.15,Positive
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:39:21 +0000 2021,USA,0.0,0.0,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:39:47 +0000 2021,United States,0.0,0.0,Neutral
"officially back on the John and Gary train HELLO?! Also loving the new Astra/Spooner team up, QUEENS! ",,,,,
"ALSO SARA TOPS…""",Mon Jun 28 11:39:54 +0000 2021,"Milwaukee, WI",0.2568181818181818,0.4681818181818182,Positive
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:40:05 +0000 2021,Iowa,0.0,0.0,Neutral
"Third dose of Oxford-AstraZeneca vaccine generates ‘strong’ immune boost, study finds",Mon Jun 28 11:41:16 +0000 2021,United States,0.21666666666666665,0.36666666666666664,Positive
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:41:26 +0000 2021,Florida,0.0,0.0,Neutral
Up All Night,,,,,
Kylie Don't stay just there, come closer! I won't bite you... too hard.,,,,
"Thanks to Silkworm and that Luna p…""",Mon Jun 28 11:41:27 +0000 2021,"California, USA",-0.04583333333333334,0.37083333333333335,Negative
"June 17 “AstraZeneca can be used in adults…under 60 years for whom Comirnaty is not available, the benefits are likel…",Mon Jun 28 11:41:34 +0000 2021,Texas and Mexico,-0.2,0.4,Negative
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:41:42 +0000 2021,"North Carolina, USA",0.0,0.5,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:42:03 +0000 2021,Florida USA,0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:42:42 +0000 2021,"Maine, USA",0.0,0.5,Neutral
Anyone not paying attention to the DeltaVariant is doing exactly what our country did in March 2020. Right now Cuomo and de Bla…,Mon Jun 28 11:43:40 +0000 2021,NC,0.26785714285714285,0.39285714285714285,Positive
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:43:50 +0000 2021,United States of America,0.0,0.0,Neutral
Absolutely tragic,,,,,
"Mum-of-three dies after receiving AstraZeneca coronavirus vaccine - Wales Online""",Mon Jun 28 11:44:17 +0000 2021,Texas USA 🇺🇸,-0.75,0.75,Negative
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:46:00 +0000 2021,United States,0.0,0.0,Neutral
"""Ask your GP about AstraZeneca""",Mon Jun 28 11:46:25 +0000 2021,Baldivis 6171 WA,0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:46:34 +0000 2021,Northeast USA,0.0,0.5,Neutral
The Fall of the Jab,,,,,
Australian Politicians told us that the,,,,,
AstraZeneca vax was 100% safe,,,,,
"Now it's being taken off the shelf.""",Mon Jun 28 11:47:03 +0000 2021,Upstate NY,0.25,0.25,Positive
☺ All Your Favorite Action Movies,,,,,
"All The Best Shootem up Action Hero Films You Cant Get E…""",Mon Jun 28 11:47:11 +0000 2021,United States,0.42500000000000004,0.37500000000000006,Positive
AstraZeneca kick-starts new COVID variant-busting vaccine test,Mon Jun 28 11:50:08 +0000 2021,"California, USA",0.13636363636363635,0.45454545454545453,Positive
But did the GPs know this was coming?  Any warning given?,Mon Jun 28 11:50:13 +0000 2021,Mandurah WA,0.0,0.0,Neutral
Crypto Market Sentiment Near Positive BTC and TRX Already There,,,,,
"The good fortune for the top 10 coins by market cap…""",Mon Jun 28 11:51:19 +0000 2021,USA,0.38181818181818183,0.5113636363636364,Positive
This is the one…,Mon Jun 28 11:53:41 +0000 2021,Texas,0.0,0.0,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 11:54:12 +0000 2021,"Queens, New York",0.0,0.0,Neutral
2 hairdressers died in the Bahamas after the same vaccine AstraZeneca,Mon Jun 28 11:55:12 +0000 2021,"Manhattan, NY",0.0,0.125,Neutral
$AZN (+0.5% pre) AstraZeneca's (AZN) Forxiga Gets CHMP Backing in EU to Treat Chronic Kidney Disease,Mon Jun 28 11:55:20 +0000 2021,"Chicago, IL",0.0,0.0,Neutral
"And yet, how much damage has your little experiment cost humanity?",Mon Jun 28 11:55:48 +0000 2021,California,0.0062500000000000056,0.35,Positive
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 11:56:36 +0000 2021,"Pennsylvania, USA",0.0,0.5,Neutral
The risk of trombosis with AstraZeneca was acknowledged in Europe. Google BA pilots (4 seem to have die…,Mon Jun 28 11:57:19 +0000 2021,USA 🇺🇸,0.0,0.0,Neutral
The Fall of the Jab,,,,,
Australian Politicians told us that the,,,,,
AstraZeneca vax was 100% safe,,,,,
"Now it's being taken off the shelf.""",Mon Jun 28 11:57:26 +0000 2021,"Texas, USA",0.25,0.25,Positive
"AstraZeneca, Sanofi post RSV data ahead of 2022 approval filings",Mon Jun 28 11:57:36 +0000 2021,"California, USA",0.0,0.0,Neutral
José got his jąb and lost his job?,Mon Jun 28 11:57:49 +0000 2021,California,0.0,0.0,Neutral
"Again, for everyone in the back, side, and balcony.",,,,,
I have 2 doses of Pfizer, which is per this article," 79% effectiv…""",Mon Jun 28 11:58:35 +0000 2021,"Pennsylvania, USA",0.0
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 11:58:59 +0000 2021,"Manhattan, NY",0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 11:59:07 +0000 2021,"Key West, FL",0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 11:59:19 +0000 2021,United States,0.0,0.0,Neutral
Who needs to read this now that DeltaVariant is on the loose in Iowa? One Dosers! The 150K or so Iowan one-dose vacci…,Mon Jun 28 11:59:33 +0000 2021,"Ohio, USA",-0.09615384615384616,0.2692307692307692,Negative
"In 2004, after being on market~5 years~Vioxx (Arthritis) was pulled from the market due to safety concerns (causing hea…",Mon Jun 28 12:00:30 +0000 2021,born in Can raised in the USA,-0.125,0.375,Negative
get vaxxxed!,Mon Jun 28 12:00:45 +0000 2021,"Bronx, NY",0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:01:00 +0000 2021,NY [Near You] City,0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:01:24 +0000 2021,"Texas, USA",0.0,0.0,Neutral
"This is a tragic story. No matter how small the numbers, these vaccines are killing people who may not have even needed…",Mon Jun 28 12:02:54 +0000 2021,"The Wastelands of Walmart, USA",-0.5,0.575,Negative
Just 0.8% of U.S. COVID19 deaths are fully vaccinated people. ,,,,,
"BUT nearly a third of deaths now…""",Mon Jun 28 12:03:51 +0000 2021,"Philadelphia, PA",0.0,0.0,Neutral
This is going to spread quickly,Mon Jun 28 12:04:03 +0000 2021,"Virginia, USA",0.3333333333333333,0.5,Positive
6) wouldn’t it be wise for the CDC and MOHs of each country to take the precautionary principle and require masks again amo…,Mon Jun 28 12:04:40 +0000 2021,"In Asia, but still taxed by US",0.7,0.9,Positive
Just 0.8% of U.S. COVID19 deaths are fully vaccinated people. ,,,,,
"BUT nearly a third of deaths now…""",Mon Jun 28 12:04:57 +0000 2021,USA,0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:05:44 +0000 2021,"Texas, USA",0.0,0.0,Neutral
AstraZeneca vaccine advice shifts as National Cabinet announces GP indemnity scheme,Mon Jun 28 12:06:25 +0000 2021,United States,0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:08:13 +0000 2021,"Boston, MA",0.0,0.0,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 12:08:43 +0000 2021,SleepyTown USA,0.0,0.0,Neutral
"""A third dose of the AstraZeneca vaccine is found to boost immune response."" by BY REBECCA ROBBINS via NYT New York…",Mon Jun 28 12:09:36 +0000 2021,Northeast U.S.,0.06818181818181818,0.22727272727272727,Positive
6) wouldn’t it be wise for the CDC and MOHs of each country to take the precautionary principle and require masks again amo…,Mon Jun 28 12:10:28 +0000 2021,"Blaine, MN",0.7,0.9,Positive
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 12:10:52 +0000 2021,PA,0.0,0.5,Neutral
"""A third dose of the AstraZeneca vaccine is found to boost immune response."" by BY REBECCA ROBBINS via NYT New York…",Mon Jun 28 12:10:54 +0000 2021,"Meridian, MS",0.06818181818181818,0.22727272727272727,Positive
"""Ask your GP about AstraZeneca""",Mon Jun 28 12:11:05 +0000 2021,Baldivis 6171 WA,0.0,0.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 12:11:49 +0000 2021,"Murrieta, CA",0.0,0.5,Neutral
7) majority of the world has either no vaccine or only 1 dose. This is why the 18-30% efficacy with 1 dose against DeltaVa…,Mon Jun 28 12:12:16 +0000 2021,"Murrieta, CA",0.0,1.0,Neutral
"""A third dose of the AstraZeneca vaccine is found to boost immune response."" by BY REBECCA ROBBINS via NYT New York…",Mon Jun 28 12:12:24 +0000 2021,"Davie, FL",0.06818181818181818,0.22727272727272727,Positive
No question that AstraZeneca vaccine should be given to young,Mon Jun 28 12:13:36 +0000 2021,United States,0.1,0.4,Positive
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:13:53 +0000 2021,United States,0.0,0.0,Neutral
No wonder OXFORD UNIVERSITY DESIGNED A TRIAL TO MAKE IVERMECTIN LOOK INEFFECTIVE! ,,,,,
"Oxford Univ collaborated with Astra…""",Mon Jun 28 12:13:56 +0000 2021,USA,0.0,0.0,Neutral
If this show wants me to ship Astra/Behrad they shouldn't have had Astra and Spooner flirt- I mean argue so much th…,Mon Jun 28 12:14:30 +0000 2021,NY,0.029166666666666674,0.32916666666666666,Positive
Thread!,Mon Jun 28 12:14:37 +0000 2021,"Elkton, MD",0.0,0.0,Neutral
They should just allow people to take this vaccine as supplements,Mon Jun 28 12:15:06 +0000 2021,"Schuylkill Haven, PA",0.0,0.0,Neutral
"woah i thought two dose pfizer was 83-88% effective against delta like a few days ago? now it’s 79% scary, that’s like a…",Mon Jun 28 12:15:11 +0000 2021,"NY Metro, New York",-0.03333333333333335,0.6333333333333333,Negative
"""A third dose of the AstraZeneca vaccine is found to boost immune response."" by BY REBECCA ROBBINS via NYT New York…",Mon Jun 28 12:16:34 +0000 2021,"Hartford, CT",0.06818181818181818,0.22727272727272727,Positive
"JUST IN 🚨 A third shot of the Oxford-AstraZeneca COVID-19 vaccine produces a strong immune response, according to new…",Mon Jun 28 12:16:50 +0000 2021,United States,0.21666666666666665,0.36666666666666664,Positive
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:19:42 +0000 2021,United States,0.0,0.0,Neutral
Delayed doses of AstraZeneca jab boost immunity study,Mon Jun 28 12:19:43 +0000 2021,United States,0.0,0.0,Neutral
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 12:20:15 +0000 2021,"Winter Park, Florida",0.0,0.0,Neutral
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:21:07 +0000 2021,"Los Angeles, CA",0.0,0.0,Neutral
"We're pleased to announce the appointment of Dr.  as EVP, Oncology R&amp;D following the passing of José Basel…",Mon Jun 28 12:21:20 +0000 2021,"Chicago, IL",0.25,0.55,Positive
6) wouldn’t it be wise for the CDC and MOHs of each country to take the precautionary principle and require masks again amo…,Mon Jun 28 12:21:57 +0000 2021,Virginia,0.7,0.9,Positive
"AstraZeneca sign, calling them out by name… londonprotest MedicalFreedom EnoughIsEnough",Mon Jun 28 12:25:01 +0000 2021,"Nueva York, USA",0.0,0.0,Neutral
Did anyone know that Covishield is as same as Oxford-AstraZeneca? Can you please find it?,Mon Jun 28 12:25:16 +0000 2021,"Miami, Florida",0.0,0.125,Neutral
A third dose of the Covid-19 vaccine developed by AstraZeneca and the University of Oxford generated a strong immune resp…,Mon Jun 28 12:25:37 +0000 2021,"Massachusetts, USA",0.17777777777777778,0.3444444444444444,Positive
A third dose of the Covid-19 vaccine developed by AstraZeneca and the University of Oxford generated a strong immune resp…,Mon Jun 28 12:26:30 +0000 2021,Texas,0.17777777777777778,0.3444444444444444,Positive
Shocking that the EU green pass includes UK’s AstraZeneca but not COVISHIELD! Needless formality that SII has to speciall…,Mon Jun 28 12:27:22 +0000 2021,"Chennai, TN",-0.5833333333333334,0.7666666666666666,Negative
My life has been deeply impacted by vaccine injury. The clot I got after Astra Zeneca has huge implications. My life e…,Mon Jun 28 12:27:25 +0000 2021,USA,0.20000000000000004,0.65,Positive
I had a feeling the boosters were coming when the $cience started hyping the scariants. ,,,,,
Here we go," I guess.""",Mon Jun 28 12:27:40 +0000 2021,"Connecticut, USA",0.0,0.0
Eric Clapton Shares His Personal Experience Regarding His Averse Reaction To The AstraZeneca Jab Within Several Hours &amp; Ho…,Mon Jun 28 12:28:36 +0000 2021,"Green Acres, WA",0.0,0.15,Neutral
Also Astra looked fucking fantastic in her western costume I'd like more please thank you LegendsOfTomorrow,Mon Jun 28 12:28:55 +0000 2021,NY,0.3,0.4666666666666666,Positive
And the Brits will fall for this. 100%,Mon Jun 28 12:29:00 +0000 2021,"Clearwater, FL, USA",0.0,0.0,Neutral
AstraZeneca names Galbraith as Baselga successor in cancer R&amp;D,Mon Jun 28 12:29:06 +0000 2021,"California, USA",0.0,0.0,Neutral
Exactly. Why the hell would serum rename the vaccine instead of sticking with AstraZeneca-oxf…,Mon Jun 28 12:29:38 +0000 2021,"Seattle, WA",0.25,0.25,Positive
"JUST IN Research by its Oxford University developing teams shows that taking a third dose of Astrazeneca vaccine, at l…",Mon Jun 28 12:31:03 +0000 2021,"New York, USA",0.0,0.0,Neutral
Just 0.8% of U.S. COVID19 deaths are fully vaccinated people. ,,,,,
"BUT nearly a third of deaths now…""",Mon Jun 28 12:31:06 +0000 2021,USA,0.0,0.0,Neutral
Totally agree with this assessment.,Mon Jun 28 12:32:49 +0000 2021,4-corners USA,0.0,0.75,Neutral
Hey  how does it feel to be known to have selfishly pushed your way to the front of the  queue befor…,Mon Jun 28 12:32:54 +0000 2021,"perth, WA",-0.5,1.0,Negative
Lucky Number “3” imagine that,Mon Jun 28 12:33:03 +0000 2021,"Ohio, USA",0.3333333333333333,0.8333333333333334,Positive
"Delayed second and third doses of the AstraZeneca vaccine boost immunity against COVID19, a study by Oxford University, which de…",Mon Jun 28 12:33:46 +0000 2021,"Miami, FL",0.0,0.0,Neutral
Poetry Editor part-time/paid position open at ASTRA MAGAZINE poetrycommunity poetrytips editors,Mon Jun 28 12:34:12 +0000 2021,USA,0.0,0.5,Neutral
Immune responses to the AstraZeneca vaccine improve with a longer gap,Mon Jun 28 12:36:07 +0000 2021,New York and the World,0.0,0.0,Neutral
"Delayed second and third doses of the AstraZeneca vaccine boost immunity against COVID19, a study by Oxford University, which de…",Mon Jun 28 12:38:32 +0000 2021,Mississippi,0.0,0.0,Neutral
"Btw, Covidshield was formulation of Astra Zeneca in UK.",Mon Jun 28 12:39:53 +0000 2021,"Charlotte, NC",0.0,0.0,Neutral
Imagine the powers a FOUH shot will give you!,Mon Jun 28 12:40:05 +0000 2021,"Dallas, TX",0.0,0.0,Neutral
"Until vaccine admins start trying to reliably determine who will have adverse reactions, I'm not too interested in vacci…",Mon Jun 28 12:40:46 +0000 2021,"Maryland, USA",0.25,0.5,Positive
"Mother-of-three, 47, dies after AstraZeneca Covid jab caused blood clots on her brain which led to a stroke",Mon Jun 28 12:40:55 +0000 2021,United States,0.0,0.0,Neutral
Yes indeed.,Mon Jun 28 12:41:02 +0000 2021,US,0.0,0.0,Neutral
AstraZeneca on track to meet Southeast Asia vaccine orders,Mon Jun 28 12:41:22 +0000 2021,"Alabama, USA",0.0,0.0,Neutral
Just 0.8% of U.S. COVID19 deaths are fully vaccinated people. ,,,,,
"BUT nearly a third of deaths now…""",Mon Jun 28 12:41:26 +0000 2021,"Virginia, USA",0.0,0.0,Neutral
My life has been deeply impacted by vaccine injury. The clot I got after Astra Zeneca has huge implications. My life e…,Mon Jun 28 12:41:53 +0000 2021,"Florida, USA",0.20000000000000004,0.65,Positive
"*still* trying to push the reefer madness narrative? who paid for this ""study""? astrazeneca? phillip morris? bayer?",Mon Jun 28 12:42:00 +0000 2021,"Daytona Beach, FL",0.0,0.0,Neutral
6) wouldn’t it be wise for the CDC and MOHs of each country to take the precautionary principle and require masks again amo…,Mon Jun 28 12:42:30 +0000 2021,"Baltimore, MD",0.7,0.9,Positive
"And another after that, and then another and another. EVERY SIX MONTHS. Vaccines ",,,,,
"Astrazeneca""",Mon Jun 28 12:42:32 +0000 2021,"King Cove, Alaska",0.0,0.0,Neutral
Just 0.8% of U.S. COVID19 deaths are fully vaccinated people. ,,,,,
"BUT nearly a third of deaths now…""",Mon Jun 28 12:42:35 +0000 2021,Canada/ USA,0.0,0.0,Neutral
Wait. So it's not a 1 shot vaccine?,Mon Jun 28 12:43:00 +0000 2021,"Texas, USA",0.0,0.0,Neutral
"Attn Poets! At Astra Magazine, we're looking to hire a Poetry Editor (paid, part-time) with deep knowledge of contempora…",Mon Jun 28 12:43:52 +0000 2021,"Buffalo, Minnesota",0.0,0.4,Neutral
Never taking it,Mon Jun 28 12:44:08 +0000 2021,"Austin, TX",0.0,0.0,Neutral
Leicester mum dies after receiving AstraZeneca coronavirus vaccine,Mon Jun 28 12:44:40 +0000 2021,"California, USA",0.0,0.0,Neutral
"JUST IN 🚨 A third shot of the Oxford-AstraZeneca COVID-19 vaccine produces a strong immune response, according to new…",Mon Jun 28 12:44:44 +0000 2021,"Cape Coral, FL",0.21666666666666665,0.36666666666666664,Positive
