text,date,location,polarity,subjectivity,classification
"Mixing Pfizer, AstraZeneca Vaccines Gives Strong Covid Protection, Study Finds - The New York Times",Tue Jun 29 08:15:29 +0000 2021,"Melbourne, Australia",0.2848484848484848,0.5939393939393939,Positive
“ can’t absolve himself of responsibility for the roads not taken.,,,,,
"the coronavirus didn’t stop australia ge…""",Tue Jun 29 08:15:30 +0000 2021,"NSW, Australia",0.0,0.0,Neutral
"“Yes, it’s the pandemic. But Morrison can’t absolve himself of responsibility for the roads not taken.",,,,,
"Covid-19 didn’t stop Au…""",Tue Jun 29 08:15:31 +0000 2021,Southeast Melbourne Australia,0.0,0.0,Neutral
The Pfizer-BioNTech COVID-19 vaccine has not been approved or licensed by the U.S. FDA but has been authorized for emergency us…,Tue Jun 29 08:15:31 +0000 2021,المملكة العربية السعودية,0.0,0.0,Neutral
Rollout of the second dose of Pfizer only started yesterday across the country. What do you mean by second vaccine?,Tue Jun 29 08:15:32 +0000 2021,Mars,-0.078125,0.421875,Negative
one of the studies about mixing vaccines(The Com-Cov trial looked at the eff…,Tue Jun 29 08:15:33 +0000 2021,karen Nairobi,0.0,0.0,Neutral
jshdlwjslwkslsk biontech is that you,Tue Jun 29 08:15:33 +0000 2021,Bağdat,0.0,0.0,Neutral
"The Pfizer-BioNTech and Moderna Covid-19 vaccines may protect against the coronavirus for years, a study of more than a dozen…",Tue Jun 29 08:15:34 +0000 2021,619 | 760,0.5,0.5,Positive
FDA to add heart inflammation to Pfizer/Moderna juice after cases of heart issues have been reported. ⠀,,,,,
⠀,,,,,
"Man…I wish a…""",Tue Jun 29 08:15:34 +0000 2021,"Lagos, Nigeria",0.0,0.0,Neutral
Scientists said the COVID-19 vaccines made by Pfizer-BioNTech and Moderna set off a persistent immune reaction in t…,Tue Jun 29 08:15:35 +0000 2021,Singapore,0.0,0.0,Neutral
🇮🇱 💉🦠 Mask 😷 on now 🦠🇺🇸💉   About half of adults infected in an outbreak of the Delta variant…,Tue Jun 29 08:15:35 +0000 2021,"Cohoes, NY",-0.16666666666666666,0.16666666666666666,Negative
About half of adults infected in an outbreak of the Delta variant of Covid-19 in Israel were fully inoculated with the Pfizer  vac…,Tue Jun 29 08:15:36 +0000 2021,United States,-0.16666666666666666,0.16666666666666666,Negative
I know. But the cause of that is whole rollout being constioated by Pfizer supply,Tue Jun 29 08:15:38 +0000 2021,New Zealand,0.2,0.4,Positive
A mixed schedule of vaccines where a shot of Pfizer COVID19 vaccine is given four weeks after an AstraZeneca shot will pro…,Tue Jun 29 08:15:39 +0000 2021,"Santiago, Chile",0.0,0.25,Neutral
I can confirm it was in a link from Mike Yeadon that yo…,Tue Jun 29 08:15:41 +0000 2021,"Perth, Western Australia",0.0,0.0,Neutral
👇🏻🚨🚨🚨,,,,,
Just repeating as it’s a question many asked the West Hoxton party.  ,,,,,
40+ attended. ,,,,,
27 are now COVID+,,,,,
"6 fully vaccin…""",Tue Jun 29 08:15:46 +0000 2021,Sydney,0.5,0.5,Positive
"To put it bluntly,  Morrison has saved his own life with short-in-supply Pfizer, but is telling Australians to ignore t…",Tue Jun 29 08:15:46 +0000 2021,Manning Point,0.6,1.0,Positive
Just published ,,,,,
For the Delta variant, the importance of 2-doses for the AZ vaccine for protection.,,,,
"2.5X lower med…""",Tue Jun 29 08:15:48 +0000 2021,"Roma, Italia",0.0,0.0,Neutral
Guy who got Pfizer vaccine fairly certain Astra Zeneca will be sufficient for the rest of us.,,,,,
"auspol""",Tue Jun 29 08:15:48 +0000 2021,"Adelaide, South Australia",0.21428571428571427,0.5714285714285714,Positive
"'So the clinical advice from Atagi is that people under the age of 60 should preferentially get Pfizer,” she said.…",Tue Jun 29 08:15:51 +0000 2021,Melbourne,0.0,0.0,Neutral
An early look at the antibodies and T cells produced by mixing Pfizer and AstraZeneca suggests it works at least as well as…,Tue Jun 29 08:15:51 +0000 2021,Huelva,-0.09999999999999999,0.35,Negative
"Even if the JCVI recommend 12+y/o can be offered the vaccine (Pfizer), would the UK have access to suff…",Tue Jun 29 08:15:52 +0000 2021,"Scotland, United Kingdom",0.0,0.0,Neutral
it’s happening y’all. 😭 give it August-Sept until the US realizes,Tue Jun 29 08:15:53 +0000 2021,Tomorrowland,0.0,0.0,Neutral
Didn't you read about myocarditis and Pfizer?,Tue Jun 29 08:15:53 +0000 2021,"Sydney, New South Wales",0.0,0.0,Neutral
"Let’s not forget this gem “We asked the commonwealth for 152,000 pfizer vaccines. Overnight,…",Wed Jun 30 09:24:59 +0000 2021,Living on Awabakal land,0.0,0.0,Neutral
A friend of mine who I have seen with my own eyes snort powder from a bag she found on the toilet floor at revs has deci…,Wed Jun 30 09:24:59 +0000 2021,"Melbourne, Australia",0.2833333333333333,0.5,Positive
Why is Morrison pushing young people to take AstraZeneca? QLD Health Minister says they have 8 DAYS of Pfizer left &amp; have been…,Wed Jun 30 09:24:59 +0000 2021,Melbourne Australia,0.05,0.2,Positive
The delayed side effects than can occur after having the Pfizer vaccine,Wed Jun 30 09:25:00 +0000 2021,"Sunderland, England",0.0,0.0,Neutral
This mother’s guilt will follow her to her grave and maybe still haunt her after that. 💔,Wed Jun 30 09:25:01 +0000 2021,Nope,0.0,0.0,Neutral
The Health Dept have done a spectacular job. Had my 1st Pfizer jab in Vic and 2nd in Qld because o…,Wed Jun 30 09:25:02 +0000 2021,"Huon Valley, Tasmania",0.3,0.45,Positive
18 year olds shouldn’t selfishly get AZ and die of blood clots. Get Pfizer and die of heart conditions please. Don’t list…,Wed Jun 30 09:25:02 +0000 2021,Big Country,-0.5,1.0,Negative
Just had my jag done in my leg 😳 ,,,,,
"My Pfizer killing me!""",Wed Jun 30 09:25:05 +0000 2021,edinburgh,0.0,0.0,Neutral
A while back I heard Dr Norman Swan state that the AZ  blood clot issue was an auto immune related condition that w…,Wed Jun 30 09:25:05 +0000 2021,Sydney Australia,0.0,0.2,Neutral
Grab-a-jab today  at Luddendenfoot Pharmacy!,,,,,
⌚ 10am - 8pm  ,,,,,
💉 Pfizer vaccine," first and second doses (if 8 weeks since…""",Wed Jun 30 09:25:05 +0000 2021,"Halifax, Calderdale",0.125,0.16666666666666666
Can we have all MAC ADVISORIES &amp; final *public health risk* decisions on prioritisation in times of ltd supplies?,,,,,
"Between Si…""",Wed Jun 30 09:25:09 +0000 2021,"ÜT: -26.11158,27.901347",0.0,0.5333333333333333,Neutral
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Wed Jun 30 09:25:10 +0000 2021,Riverside Drive/NYC,0.0
"5am bc I’m bad at going to bed @ reasonable times, but I’m off work for the first two days of July (7th month &amp; bir…",Wed Jun 30 09:25:12 +0000 2021,"Toledo, OH",-0.08333333333333327,0.5333333333333333,Negative
theprojecttv,,,,,
the problem isn't so much that AstraZeneca has a rare blood clotting problem," the real problem is that mo…""",Wed Jun 30 09:25:13 +0000 2021,"Garrdinya/Yorketown, S.A.",0.2333333333333333,0.46666666666666673
That’s ok you can wait for Pfizer it might give you heart inflammations ??,Wed Jun 30 09:25:16 +0000 2021,"Victoria, Australia",0.5,0.5,Positive
This girl is on Pfizer 💉 vaccino nonsentoilbraccio,Wed Jun 30 09:25:17 +0000 2021,"Taranto, Puglia",0.0,0.0,Neutral
Why is Morrison pushing young people to take AstraZeneca? QLD Health Minister says they have 8 DAYS of Pfizer left &amp; have been…,Wed Jun 30 09:25:18 +0000 2021,"Tasmania, Australia",0.05,0.2,Positive
"I'm waiting too. Most people with my health complications need 3-5 days and I have to go off meds, the…",Wed Jun 30 09:25:19 +0000 2021,"Seoul, Republic of Korea",0.5,0.5,Positive
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Wed Jun 30 09:25:19 +0000 2021,EThekwini,0.6666666666666666,0.7999999999999999,Positive
"NEW FDA adds heart inflammation warning to Pfizer, Moderna COVID-19 vaccines",Wed Jun 30 09:25:20 +0000 2021,"Healdsburg, CA",0.13636363636363635,0.45454545454545453,Positive
They state that over 60s have the worst outcomes from Covid so the r…,Wed Jun 30 09:25:21 +0000 2021,Australia,-1.0,1.0,Negative
"One dose of Pfizer or Astra Zeneca vaccine only provides around 33 per cent protection against symptoms from Delta variant, t…",Wed Jun 30 09:25:22 +0000 2021,⟭⟬,0.0,1.0,Neutral
"Would Mar Roxas have climbed on a jetski to attack Chinese ships? No, but he would have filed a follow-up case to secur…",Wed Jun 30 09:25:23 +0000 2021,"Makati City, National Capital",0.0,0.0,Neutral
"Disappointing that the Federal Government cannot provide additional Pfizer vaccines to meet our growing demand, but the Fed…",Wed Jun 30 09:25:25 +0000 2021,"Unceded Ngarabal land, Aus",-0.6,0.7,Negative
"One dose of Pfizer or Astra Zeneca vaccine only provides around 33 per cent protection against symptoms from Delta variant, t…",Wed Jun 30 09:25:28 +0000 2021,"Johore, Malaysia",0.0,1.0,Neutral
"Pfizer The flow doesn't look a problem. Several million per week, which - if continued - would allow the gap to be pushe…",Wed Jun 30 09:25:33 +0000 2021,London,0.0,0.0,Neutral
Imagine how you would feel if you were Brandy.  This is absolutely stunning.  Her story should not be silenced. Her story…,Wed Jun 30 09:25:38 +0000 2021,United States,0.5,1.0,Positive
This is pretty much it.,Wed Jun 30 09:25:38 +0000 2021,Australia,0.225,0.6,Positive
Experimental 'vaccine' truths will out...,Wed Jun 30 09:25:40 +0000 2021,"Sussex, UK",0.1,0.4,Positive
"One dose of Pfizer or Astra Zeneca vaccine only provides around 33 per cent protection against symptoms from Delta variant, t…",Wed Jun 30 09:25:45 +0000 2021,Malaysia,0.0,1.0,Neutral
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Wed Jun 30 09:25:49 +0000 2021,🇨🇦,0.0
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Wed Jun 30 09:25:49 +0000 2021,"Vanderbijlpark, South Africa",0.6666666666666666,0.7999999999999999,Positive
"And there in a nutshell, Australia, is our problem. auspol COVID19Aus",Wed Jun 30 09:25:50 +0000 2021,"sydney, australia",0.0,0.0,Neutral
18 year olds shouldn’t selfishly get AZ and die of blood clots. Get Pfizer and die of heart conditions please. Don’t list…,Wed Jun 30 09:25:51 +0000 2021,Everywhere,-0.5,1.0,Negative
Someone needs to tell the medical trade union .. I mean the AMA.,Wed Jun 30 09:25:53 +0000 2021,"Sydney, Australia",-0.15625,0.34375,Negative
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Wed Jun 30 09:25:53 +0000 2021,"Redcar, England",0.0
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Wed Jun 30 09:25:54 +0000 2021,URANUS,0.6666666666666666,0.7999999999999999,Positive
Note this is posted the same day Morrison  LNP govt have rolled out futher Medicare cuts..... and in the middle…,Thu Jul 01 11:37:56 +0000 2021,In the world.,0.0,0.125,Neutral
Pfizer Malaysia says no private distributor authorised to distribute its Covid-19 vaccine,Thu Jul 01 11:38:03 +0000 2021,Malaysia,0.0,0.375,Neutral
"To “roll out” vaccines, you have to have enough vaccine doses.  There are insufficient…",Thu Jul 01 11:38:04 +0000 2021,"Melbourne, Australia",0.0,0.5,Neutral
To have an age restriction on AZ is ridiculous and political. We all know the Pfizer is b…,Thu Jul 01 11:38:06 +0000 2021,Elwood,-0.16666666666666666,0.55,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:07 +0000 2021,"Melbourne,Australia",0.005681818181818177,0.4147727272727273,Positive
Ex Pfizer Chief Science Officer has some interesting things to say about the boosters and the variants 😳😳😳,Thu Jul 01 11:38:08 +0000 2021,In the middle of it all !!,0.5,0.5,Positive
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:08 +0000 2021,Australia - on stolen land,0.005681818181818177,0.4147727272727273,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:38:08 +0000 2021,"Toowoomba, Queensland, Aussie.",0.0,0.0,Neutral
Jason Falinski lies about Pfizer exports being blocked from the USA. What about the other 36 OECD nations who are ahead…,Thu Jul 01 11:38:10 +0000 2021,,-0.125,0.375,Negative
Here's my latest podcast...,Thu Jul 01 11:38:12 +0000 2021,ninja! everywhere & nowhere.,0.5,0.9,Positive
👇Birmo We are at the back of the queue for Pfizer. ⁦⁩ via ⁦⁩ ⁦⁩. 🤦🏻‍♀️ NB This whole…,Thu Jul 01 11:38:12 +0000 2021,New South Wales,0.0,0.0,Neutral
We had second Pfizer jab yesterday. Side effects mild - except I have unaccountable desire to install Windows 11.,Thu Jul 01 11:38:18 +0000 2021,Nowhere and everywhere,0.16666666666666666,0.25,Positive
"Today we'll be at St Barnabas Church, Mitcham for our latest COVIDVaccination walk-in clinic. We'll be there from 5pm till…",Thu Jul 01 11:38:18 +0000 2021,"Merton, London",0.5,0.9,Positive
Here's my latest podcast...,Thu Jul 01 11:38:20 +0000 2021,"Sat on a sphere, no idea where",0.5,0.9,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:38:21 +0000 2021,"Moline, IL",0.125,0.15833333333333333,Positive
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:38:24 +0000 2021,perth,0.05,0.45,Positive
Yesterday i get my second dose of Pfizer. I have a terrible headache since 0200 am and my body hurts like i been r…,Thu Jul 01 11:38:25 +0000 2021,BM's golden heart,-0.5,0.5,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:26 +0000 2021,Qld Australia,0.005681818181818177,0.4147727272727273,Positive
"The 13yo has covid. I've been double vaxxed with Pfizer, wife has been double vaxxed with AstraZeneca, 10yo has no protect…",Thu Jul 01 11:38:26 +0000 2021,NW England,0.0,0.0,Neutral
Please contact  he can help you.,Thu Jul 01 11:38:32 +0000 2021,"North East,India",0.0,0.0,Neutral
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:32 +0000 2021,"Central Tablelands, NSW",0.005681818181818177,0.4147727272727273,Positive
Maddie has been hospitalized &amp; has gone to the ER multiple times since she received the second dose of the vaccine. ,,,,,
"No one…""",Thu Jul 01 11:38:33 +0000 2021,"Illinois, USA",0.0,0.0,Neutral
Why are we being offered astra zeneca? When the pm himself took Pfizer? Don't mind taking the vaccine fo…,Thu Jul 01 11:38:33 +0000 2021,Australia,0.0,0.0,Neutral
Why does the government HAVE NO IDEA when the Pfizer will be here in OZ? QandA,Thu Jul 01 11:38:35 +0000 2021,Qld Australia,0.0,0.0,Neutral
"According to , the 1st dose of Pfizer or AZ only provides 33% protection against the deadly Delta variant.",Thu Jul 01 11:38:37 +0000 2021,Malaysia,-0.1,0.7,Negative
“Got my 17th Pfizer shot today to complement my 4th J &amp; J. Worried about Delta Beta Theta variant.”,Thu Jul 01 11:38:39 +0000 2021,"Billings, MT",0.0,0.0,Neutral
All these covid vaccines are experimental.,,,,,
YOU are part of their trial.,,,,,
"Here it is from the horse's mouth.…""",Thu Jul 01 11:38:40 +0000 2021,London,0.1,0.4,Positive
Get vaccinated this weekend in White City!,,,,,
A pop-up clinic is coming to White City Community Centre, W12 7QT, this weekend," offe…""",Thu Jul 01 11:38:44 +0000 2021,"London, Quantocks"
CAUTION July 1 Masks are still necessary indoors,Thu Jul 01 11:38:47 +0000 2021,Canada,0.0,1.0,Neutral
VAHS Fitzroy is now able to offer COVID-19 vaccination with Pfizer as well as Astra Zeneca – book an appointment now by calli…,Thu Jul 01 11:38:47 +0000 2021,Meanjin - Brisbane,0.5,0.625,Positive
Selangor got plenty of beta -- az alone maybe not suffice.  ,,,,,
"Need to boost up either mix vaccines (az + Pfizer/ az + novovax)…""",Thu Jul 01 11:38:49 +0000 2021,Batu Caves,0.0,0.0,Neutral
Why do they all want j&amp;j? What did they hear about pfizer?,Thu Jul 01 11:38:51 +0000 2021,Johannesburg|Mafikeng,0.0,0.0,Neutral
"When they were first released it was 92% against contracting the disease, with 100% pro…",Thu Jul 01 11:38:53 +0000 2021,Rhode,0.25,0.3333333333333333,Positive
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:38:54 +0000 2021,Australia,0.005681818181818177,0.4147727272727273,Positive
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:12:57 +0000 2021,"Brisbane, Qld",-0.07777777777777779,0.17777777777777778,Negative
Morrison turned his back on 40 million Pfizer doses in July 2020. qanda,Thu Jul 01 11:12:58 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
"If my neighbour can build a meth lab in his toilet, the government can build a Pfizer lab in Australia.",Thu Jul 01 11:12:58 +0000 2021,Australia,-0.03333333333333333,0.0,Negative
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:12:59 +0000 2021,"Melbourne, Victoria",-0.07777777777777779,0.17777777777777778,Negative
mRNA COVID19 vaccines (Pfizer/Moderna) doing exactly what we'd expect them to do in real world settings. ,,,,,
"Among 3975 ess…""",Thu Jul 01 11:13:02 +0000 2021,Portugal,0.225,0.275,Positive
5. They will have you pick out the day/time for your 2nd dose. Many clinics have evening openings too. If you got P…,Thu Jul 01 11:13:03 +0000 2021,🌸「みんなちがって、みんないい」🌸東京都,0.25,0.25,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:13:04 +0000 2021,Gold Coast,0.0,0.0,Neutral
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:13:08 +0000 2021,"Sydney, Australia",0.05,0.45,Positive
Y'all be taking shots like shots of tequilas 😂,Thu Jul 01 11:13:09 +0000 2021,Mont Kiara,0.0,0.0,Neutral
Why are you Criminal LIBERALS not giving QUEENSLAND its fair share of the Pfizer Vaccine Bribe Minister Morrison ???,Thu Jul 01 11:13:11 +0000 2021,perth,0.14999999999999997,0.7250000000000001,Positive
Ditto. 2 doses of Pfizer. No issues. Slightly sore arm near injection spot for a day or two.,Thu Jul 01 11:13:12 +0000 2021,"New York, USA",-0.033333333333333326,0.2833333333333333,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:13:12 +0000 2021,Australia,0.005681818181818177,0.4147727272727273,Positive
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:13:13 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Ask Barnaby if he is in charge and does he know where he can get some Pfizer vaccines ?,Thu Jul 01 11:13:14 +0000 2021,Gold Coast,0.0,0.0,Neutral
"Chessington Sports Centre is running a walk-in clinic, offering Oxford-AZ and Pfizer vaccines, this Sunday from 9.30am…",Thu Jul 01 11:13:19 +0000 2021,Kingston upon Thames,0.0,0.0,Neutral
"The finance minister  said today that Australia is at the “back of the queue” for Pfizer vaccines, ",,,,,
"contradicting the…""",Thu Jul 01 11:13:20 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
"So, if all 1a should be vaccinated, what does a 25 yo nurse get?  AZ (not preferred) or Pfizer (not enough around)?QandA",Thu Jul 01 11:13:20 +0000 2021,"Brisbane, Queensland",0.0,0.5,Neutral
Former Federal Dept head  notes young people having the AZ jab now WON’T speed opening up because they…,Thu Jul 01 11:13:20 +0000 2021,Gold Coast Australia,0.05,0.2,Positive
This is a really important paper for clinicians and patients to be aware of! Thank you,Thu Jul 01 11:13:21 +0000 2021,"Boston, MA",0.35625,0.625,Positive
This biggest conspiracy theory; is that your government cares about you. ,,,,,
"Imagine believing special interests over a forme…""",Thu Jul 01 11:13:21 +0000 2021,Mainhattan,0.35714285714285715,0.5714285714285714,Positive
That Pfizer was not ordered in sufficient quantities is a monumental failure by the federal government QandA,Thu Jul 01 11:13:22 +0000 2021,"Brisbane, Queensland",-0.3166666666666667,0.3,Negative
"For Birmingham’s benefit, here are the Morrison Govt’s own officials telling the Senate last month that Pfizer “haven’t let us…",Thu Jul 01 11:13:23 +0000 2021,perth,0.3,0.5333333333333333,Positive
We don't make Pfizer in Australia ?,,,,,
Who's fault is that?,,,,,
"qanda""",Thu Jul 01 11:13:25 +0000 2021,"Queensland, Australia",0.0,0.0,Neutral
“Got my 17th Pfizer shot today to complement my 4th J &amp; J. Worried about Delta Beta Theta variant.”,Thu Jul 01 11:13:28 +0000 2021,"Huntsville, AL",0.0,0.0,Neutral
i got pfizer ),Thu Jul 01 11:13:36 +0000 2021,not horny and employable,0.0,0.0,Neutral
About half of adults infected in an outbreak of the Delta variant of Covid-19 in Israel were fully inoculated with the Pfizer  vac…,Thu Jul 01 11:13:36 +0000 2021,"Paris region, France",-0.16666666666666666,0.16666666666666666,Negative
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:13:36 +0000 2021,Sydney,0.05,0.45,Positive
"you asked for questions. Here's 1. Why can children 12-18 in the USA be vaccinated, but not in the UK?…",Thu Jul 01 11:13:38 +0000 2021,"Liverpool, England",0.0,0.0,Neutral
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:13:44 +0000 2021,Australia,0.05,0.45,Positive
Give all frontline workers like aged care/disability care/health care workers choice of Pfizer vaccines. We…,Thu Jul 01 11:13:46 +0000 2021,"Melbourne, Australia",-0.1,0.4,Negative
There is currently a Pfizer vaccination clinic at George Lawton Hall in Mossley open until 5pm today 💉,,,,,
"1st and 2nd…""",Thu Jul 01 11:13:51 +0000 2021,"Bower Fold, SK15 2RT",0.0,0.45,Neutral
The 40-50 sure have had a good hit of the pfizer 2 doses.,Thu Jul 01 11:13:51 +0000 2021,"Newtown, Sydney",0.6,0.7444444444444445,Positive
"From the crew that brought you the AZ/mRNA mix infographic, here's one on mixing pfizer/moderna mRNA vaccines! ",,,,,
"…""",Thu Jul 01 11:13:52 +0000 2021,"Boston, MA",0.0,0.0,Neutral
PM’s fault for quarantine stuff up. Why isn’t he standing up fixing the problem for him not organizing eno…,Thu Jul 01 11:19:58 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:20:04 +0000 2021,australia,-0.07777777777777779,0.17777777777777778,Negative
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:20:08 +0000 2021,Lutrawita/Tasmania,-0.07777777777777779,0.17777777777777778,Negative
"Don't ever let them vaxxinate your kid, period",Thu Jul 01 11:20:08 +0000 2021,Indonesia,0.0,0.0,Neutral
"Better not to know, I suppose. Easier to just line up for monthly boosters. Pfizer thanks you.",Thu Jul 01 11:20:12 +0000 2021,Our beautiful wounded Earth,0.35,0.35,Positive
did you have symptoms after your Pfizer booster? Thanks for sharing your experience.,Thu Jul 01 11:20:13 +0000 2021,Florida in my mind.,0.2,0.2,Positive
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:20:16 +0000 2021,Australia,0.05,0.45,Positive
Wondering whether QAnon frontman  Tim Stewart received Pfizer vaccinations with his mate ScottyTheSuperSp…,Thu Jul 01 11:20:16 +0000 2021,"NSW, Australia",0.0,0.0,Neutral
Manitoba expects a major boost in its supply of the Pfizer-BioNTech COVID-19 vaccine for the last weeks of July.,Thu Jul 01 11:20:17 +0000 2021,CANADA,0.03125,0.2833333333333333,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:20:18 +0000 2021,"Florida, USA",0.125,0.15833333333333333,Positive
Members of US military who were 💉with Pfizer or Moderna showed higher-than-expected rates of heart inflammation,,,,,
"Experts…""",Thu Jul 01 11:20:19 +0000 2021,Australia,-0.1,0.1,Negative
Bianca Stone is the new .,,,,,
"QandA""",Thu Jul 01 11:20:20 +0000 2021,"Toowoomba, Queensland, Aussie.",0.13636363636363635,0.45454545454545453,Positive
"No need of bug bounty, be like Cuba 👌💪⚡",Thu Jul 01 11:20:25 +0000 2021,on the net,0.0,0.0,Neutral
"I did Pfizer. But, No side effects for me. I am  not sure if that help. But, they told me to dehydrate befo…",Thu Jul 01 11:20:25 +0000 2021,"Washington, DC",-0.25,0.8888888888888888,Negative
